AccX,AccY,AccZ,Class,Timestamp,date,hour,minute,second
0.5063236,0.89916474,-0.48235893,NORMAL,3581644,1970-02-11 10:54:04,10,54,4
-0.7444526,0.30807012,0.13416195,NORMAL,3581645,1970-02-11 10:54:05,10,54,5
-2.3109999,-0.00023590773,1.234169,NORMAL,3581645,1970-02-11 10:54:05,10,54,5
-1.2354913,-1.1864295,-0.4508562,NORMAL,3581646,1970-02-11 10:54:06,10,54,6
-0.05797839,-1.2544351,-1.2268076,NORMAL,3581646,1970-02-11 10:54:06,10,54,6
0.73513544,-0.59420466,0.5606766,NORMAL,3581647,1970-02-11 10:54:07,10,54,7
-0.18448567,-0.28631848,0.45686817,NORMAL,3581647,1970-02-11 10:54:07,10,54,7
0.21474361,-0.17878866,0.5616379,NORMAL,3581648,1970-02-11 10:54:08,10,54,8
0.19085145,-0.18170041,0.5620079,NORMAL,3581648,1970-02-11 10:54:08,10,54,8
-0.26172924,-0.5900413,-0.06337738,NORMAL,3581649,1970-02-11 10:54:09,10,54,9
-0.250973,0.109036595,0.17395306,NORMAL,3581650,1970-02-11 10:54:10,10,54,10
-0.3154993,-0.40621176,-0.6458931,NORMAL,3581650,1970-02-11 10:54:10,10,54,10
1.0180122,0.70333594,-0.9524183,NORMAL,3581651,1970-02-11 10:54:11,10,54,11
-0.97506404,0.13342544,-0.51490307,NORMAL,3581651,1970-02-11 10:54:11,10,54,11
-0.37907457,-0.45772478,-0.011478424,NORMAL,3581652,1970-02-11 10:54:12,10,54,12
0.24483013,0.65835357,-0.44392014,NORMAL,3581652,1970-02-11 10:54:12,10,54,12
0.45495677,0.4233096,0.17937946,NORMAL,3581653,1970-02-11 10:54:13,10,54,13
-0.16050053,0.4032675,0.935833,NORMAL,3581653,1970-02-11 10:54:13,10,54,13
-0.7214869,-0.5823275,-0.5584183,NORMAL,3581654,1970-02-11 10:54:14,10,54,14
-0.10930574,0.63884765,-0.6289568,NORMAL,3581654,1970-02-11 10:54:14,10,54,14
0.1320141,-0.30378756,0.08743,NORMAL,3581655,1970-02-11 10:54:15,10,54,15
-0.104435205,-0.009786218,0.19088554,NORMAL,3581655,1970-02-11 10:54:15,10,54,15
-0.18531281,0.6822442,0.02031517,NORMAL,3581656,1970-02-11 10:54:16,10,54,16
1.0312804,0.72823286,0.1628828,NORMAL,3581657,1970-02-11 10:54:17,10,54,17
0.024627209,0.4760384,-1.6079884,NORMAL,3581657,1970-02-11 10:54:17,10,54,17
1.158198,0.22727384,-0.6456232,NORMAL,3581658,1970-02-11 10:54:18,10,54,18
1.1000575,0.22532225,-0.049497604,NORMAL,3581658,1970-02-11 10:54:18,10,54,18
0.665429,0.49806526,-0.106206894,NORMAL,3581659,1970-02-11 10:54:19,10,54,19
0.8107588,0.3941303,0.5273695,NORMAL,3581659,1970-02-11 10:54:19,10,54,19
-0.6773871,-0.56613946,-0.8683405,NORMAL,3581660,1970-02-11 10:54:20,10,54,20
-0.7798283,0.45677698,-0.5473404,NORMAL,3581660,1970-02-11 10:54:20,10,54,20
-0.62190557,-0.4506393,0.37696838,NORMAL,3581661,1970-02-11 10:54:21,10,54,21
0.70113504,-0.16873932,2.0005665,NORMAL,3581661,1970-02-11 10:54:21,10,54,21
1.8915246,1.1473792,1.4740295,NORMAL,3581662,1970-02-11 10:54:22,10,54,22
-0.44840515,-0.0026172996,-0.41570568,NORMAL,3581663,1970-02-11 10:54:23,10,54,23
-0.6348057,0.67214185,-0.2979393,NORMAL,3581663,1970-02-11 10:54:23,10,54,23
0.6373229,0.9423757,-0.43490982,NORMAL,3581664,1970-02-11 10:54:24,10,54,24
-1.1450831,-1.1350858,0.052502632,NORMAL,3581664,1970-02-11 10:54:24,10,54,24
-1.561934,1.0792023,0.28938866,NORMAL,3581665,1970-02-11 10:54:25,10,54,25
-2.3862872,-1.1911907,1.1060066,NORMAL,3581665,1970-02-11 10:54:25,10,54,25
-2.8973424,-0.020120025,-0.67102814,NORMAL,3581666,1970-02-11 10:54:26,10,54,26
-0.84673524,1.1123292,0.09226227,NORMAL,3581666,1970-02-11 10:54:26,10,54,26
-0.9487786,-1.1211964,0.36146355,NORMAL,3581667,1970-02-11 10:54:27,10,54,27
-0.66064614,0.47948244,1.7438354,NORMAL,3581667,1970-02-11 10:54:27,10,54,27
0.32185626,-0.004040621,0.43290806,NORMAL,3581668,1970-02-11 10:54:28,10,54,28
-0.62467885,-0.8120796,-0.07954121,NORMAL,3581668,1970-02-11 10:54:28,10,54,28
0.661506,0.0063890815,-0.5900564,NORMAL,3581669,1970-02-11 10:54:29,10,54,29
0.34187663,0.5163145,-0.15867233,NORMAL,3581670,1970-02-11 10:54:30,10,54,30
-1.1381806,0.89366126,0.8679552,NORMAL,3581670,1970-02-11 10:54:30,10,54,30
1.1962264,-0.36534023,-0.67862415,NORMAL,3581671,1970-02-11 10:54:31,10,54,31
0.9723377,0.17520386,-1.4484472,NORMAL,3581671,1970-02-11 10:54:31,10,54,31
2.0955453,-0.03835237,-0.12156963,NORMAL,3581672,1970-02-11 10:54:32,10,54,32
0.6891172,0.0041232705,-1.3480415,NORMAL,3581672,1970-02-11 10:54:32,10,54,32
-0.9347031,-0.4371791,-0.59119606,NORMAL,3581673,1970-02-11 10:54:33,10,54,33
0.10281992,0.45909715,-0.11830711,NORMAL,3581673,1970-02-11 10:54:33,10,54,33
-0.0144354105,-0.950908,0.82091236,NORMAL,3581674,1970-02-11 10:54:34,10,54,34
0.32654715,0.32304913,0.5020542,NORMAL,3581674,1970-02-11 10:54:34,10,54,34
0.96308875,0.4298553,0.52382755,NORMAL,3581675,1970-02-11 10:54:35,10,54,35
0.17647147,0.5752955,1.5496607,NORMAL,3581675,1970-02-11 10:54:35,10,54,35
0.9191344,0.93255293,-0.29841137,NORMAL,3581676,1970-02-11 10:54:36,10,54,36
2.6182406,2.4308987,-0.82796764,NORMAL,3581677,1970-02-11 10:54:37,10,54,37
1.9347279,0.7842797,-1.5967312,NORMAL,3581677,1970-02-11 10:54:37,10,54,37
1.6863043,1.2241917,-0.587286,NORMAL,3581678,1970-02-11 10:54:38,10,54,38
2.5924811,0.79024184,-0.40652752,NORMAL,3581678,1970-02-11 10:54:38,10,54,38
1.4067512,0.5025584,-1.3592224,NORMAL,3581679,1970-02-11 10:54:39,10,54,39
0.8868482,0.51803625,0.11828709,NORMAL,3581679,1970-02-11 10:54:39,10,54,39
-1.0272081,-0.055243492,-0.14257717,NORMAL,3581680,1970-02-11 10:54:40,10,54,40
-1.5332457,0.928036,-0.6522989,NORMAL,3581680,1970-02-11 10:54:40,10,54,40
-1.5276446,-0.38795257,-0.5631046,NORMAL,3581681,1970-02-11 10:54:41,10,54,41
0.5042579,0.22524488,0.1879034,NORMAL,3581681,1970-02-11 10:54:41,10,54,41
1.3128617,-0.6251019,-0.38088036,NORMAL,3581682,1970-02-11 10:54:42,10,54,42
0.38992918,0.10109073,-0.35014343,NORMAL,3581682,1970-02-11 10:54:42,10,54,42
0.08548367,-1.1993814,-0.7559643,NORMAL,3581683,1970-02-11 10:54:43,10,54,43
-0.41264224,1.6265585,0.5976982,NORMAL,3581684,1970-02-11 10:54:44,10,54,44
-0.48421,1.4568092,-1.1082525,NORMAL,3581684,1970-02-11 10:54:44,10,54,44
-1.0362381,0.08818948,-0.9361582,NORMAL,3581685,1970-02-11 10:54:45,10,54,45
0.47458458,0.6829182,-0.771245,NORMAL,3581685,1970-02-11 10:54:45,10,54,45
-0.2566589,-0.72001874,0.73049927,NORMAL,3581686,1970-02-11 10:54:46,10,54,46
-0.32550082,-0.71391904,-0.15477943,NORMAL,3581686,1970-02-11 10:54:46,10,54,46
-0.728944,-0.77842444,-1.2348099,NORMAL,3581687,1970-02-11 10:54:47,10,54,47
-0.58216274,-0.15954599,-0.18910027,NORMAL,3581687,1970-02-11 10:54:47,10,54,47
1.2212067,-0.16466856,0.00062942505,NORMAL,3581688,1970-02-11 10:54:48,10,54,48
0.15069354,0.25608444,0.029931068,NORMAL,3581688,1970-02-11 10:54:48,10,54,48
0.24779892,0.37465924,-0.24551773,NORMAL,3581689,1970-02-11 10:54:49,10,54,49
-0.37758067,0.4206541,-0.37968922,NORMAL,3581690,1970-02-11 10:54:50,10,54,50
0.25124454,-1.0838859,-0.08934784,NORMAL,3581690,1970-02-11 10:54:50,10,54,50
0.3612535,-0.3177319,0.797492,NORMAL,3581691,1970-02-11 10:54:51,10,54,51
0.390069,1.3255444,0.38725853,NORMAL,3581691,1970-02-11 10:54:51,10,54,51
0.24759364,0.77460706,0.692894,NORMAL,3581692,1970-02-11 10:54:52,10,54,52
-0.044749975,-0.51509464,-0.94717216,NORMAL,3581692,1970-02-11 10:54:52,10,54,52
0.38730168,0.006276071,2.904272,NORMAL,3581693,1970-02-11 10:54:53,10,54,53
1.1234715,0.5328438,-0.19660187,NORMAL,3581693,1970-02-11 10:54:53,10,54,53
0.119714975,0.83592296,-0.52494335,NORMAL,3581694,1970-02-11 10:54:54,10,54,54
0.05827284,-0.3320887,-0.4752264,NORMAL,3581694,1970-02-11 10:54:54,10,54,54
0.6484823,-0.11160147,2.2954617,NORMAL,3581695,1970-02-11 10:54:55,10,54,55
1.2564957,0.51979375,-0.19493008,NORMAL,3581695,1970-02-11 10:54:55,10,54,55
0.88845897,0.16919601,-1.8939242,NORMAL,3581696,1970-02-11 10:54:56,10,54,56
0.2569821,-0.1243099,-0.49212742,NORMAL,3581697,1970-02-11 10:54:57,10,54,57
-1.5508068,-0.7700404,0.22594357,NORMAL,3581697,1970-02-11 10:54:57,10,54,57
0.53837967,-0.070819944,0.62034225,NORMAL,3581698,1970-02-11 10:54:58,10,54,58
-2.2353997,-2.6225307,-1.3193178,NORMAL,3581698,1970-02-11 10:54:58,10,54,58
0.34413934,0.25052288,1.1268444,NORMAL,3581699,1970-02-11 10:54:59,10,54,59
0.6799526,-1.0601444,0.53286076,NORMAL,3581699,1970-02-11 10:54:59,10,54,59
-0.49350238,-0.11575872,-0.28208447,NORMAL,3581700,1970-02-11 10:55:00,10,55,0
0.18948174,-0.31755272,0.8786831,NORMAL,3581700,1970-02-11 10:55:00,10,55,0
0.3959098,0.10250321,-0.1692133,NORMAL,3581701,1970-02-11 10:55:01,10,55,1
-0.096042156,0.48772928,1.0719881,NORMAL,3581701,1970-02-11 10:55:01,10,55,1
-2.1764052,-1.2252504,-1.2850323,NORMAL,3581702,1970-02-11 10:55:02,10,55,2
-0.46546447,0.22124556,0.040905952,NORMAL,3581702,1970-02-11 10:55:02,10,55,2
0.7124877,0.16797096,0.4198017,NORMAL,3581703,1970-02-11 10:55:03,10,55,3
-0.32323945,0.11686492,0.6942129,NORMAL,3581704,1970-02-11 10:55:04,10,55,4
-1.7656263,-0.37063468,-0.81250286,NORMAL,3581704,1970-02-11 10:55:04,10,55,4
0.43888128,0.1629256,-0.43029308,NORMAL,3581705,1970-02-11 10:55:05,10,55,5
0.6038188,0.08533296,-1.1062756,NORMAL,3581705,1970-02-11 10:55:05,10,55,5
1.0584856,0.6238576,0.5060797,NORMAL,3581706,1970-02-11 10:55:06,10,55,6
-2.5702531,0.123048544,-0.7402487,NORMAL,3581706,1970-02-11 10:55:06,10,55,6
-0.5883533,-0.9125505,0.21210575,NORMAL,3581707,1970-02-11 10:55:07,10,55,7
0.07427657,-0.023941457,-2.0929408,NORMAL,3581707,1970-02-11 10:55:07,10,55,7
0.099351406,-0.3889095,-1.0395012,NORMAL,3581708,1970-02-11 10:55:08,10,55,8
-0.99984616,0.22399685,0.6214533,NORMAL,3581708,1970-02-11 10:55:08,10,55,8
-0.34422362,-1.0760529,-0.19764423,NORMAL,3581709,1970-02-11 10:55:09,10,55,9
0.621945,0.2177471,-1.1412296,NORMAL,3581709,1970-02-11 10:55:09,10,55,9
-0.15884256,-0.1278511,0.6959667,NORMAL,3581710,1970-02-11 10:55:10,10,55,10
0.3085351,0.6690208,-0.93797684,NORMAL,3581711,1970-02-11 10:55:11,10,55,11
0.13886309,0.06452134,-0.8004379,NORMAL,3581711,1970-02-11 10:55:11,10,55,11
0.2125578,0.6613016,-0.030713081,NORMAL,3581712,1970-02-11 10:55:12,10,55,12
-1.1739001,0.18183313,-0.30236626,NORMAL,3581712,1970-02-11 10:55:12,10,55,12
0.16520143,0.08641583,-0.1563015,NORMAL,3581713,1970-02-11 10:55:13,10,55,13
-0.74853444,-0.57277286,-0.30767536,NORMAL,3581713,1970-02-11 10:55:13,10,55,13
-2.00992,-0.19262809,2.090355,NORMAL,3581714,1970-02-11 10:55:14,10,55,14
-0.25980926,0.021986157,-0.6759405,NORMAL,3581714,1970-02-11 10:55:14,10,55,14
-0.7795375,-0.8605159,0.26456738,NORMAL,3581715,1970-02-11 10:55:15,10,55,15
0.072965264,-0.3128336,-0.99978065,NORMAL,3581715,1970-02-11 10:55:15,10,55,15
-1.0269365,-0.109438896,0.23638153,NORMAL,3581716,1970-02-11 10:55:16,10,55,16
-1.2551696,-0.35059828,-0.9256029,NORMAL,3581717,1970-02-11 10:55:17,10,55,17
0.12499118,0.4009652,0.8791828,NORMAL,3581717,1970-02-11 10:55:17,10,55,17
0.07858431,0.1679191,-0.37619972,NORMAL,3581718,1970-02-11 10:55:18,10,55,18
-0.019195676,0.9062663,0.3053236,NORMAL,3581718,1970-02-11 10:55:18,10,55,18
-0.954956,0.87926555,1.0859556,NORMAL,3581719,1970-02-11 10:55:19,10,55,19
0.26113033,0.4742611,0.24414444,NORMAL,3581719,1970-02-11 10:55:19,10,55,19
0.35154867,-0.63921416,1.028595,NORMAL,3581720,1970-02-11 10:55:20,10,55,20
-0.63067853,-0.018778443,1.1798668,NORMAL,3581720,1970-02-11 10:55:20,10,55,20
-0.030500889,0.30376703,-0.12136555,NORMAL,3581721,1970-02-11 10:55:21,10,55,21
-1.289685,-0.115615636,-0.6661215,NORMAL,3581721,1970-02-11 10:55:21,10,55,21
-0.30338907,-0.110931456,0.75951385,NORMAL,3581722,1970-02-11 10:55:22,10,55,22
0.609426,0.66215885,0.17702007,NORMAL,3581722,1970-02-11 10:55:22,10,55,22
1.2453699,0.24906662,0.6554985,NORMAL,3581723,1970-02-11 10:55:23,10,55,23
-0.56093645,-0.30215263,0.0718565,NORMAL,3581724,1970-02-11 10:55:24,10,55,24
-0.3489778,-0.13491347,-0.4414673,NORMAL,3581724,1970-02-11 10:55:24,10,55,24
-0.9998747,0.10331097,0.87223244,NORMAL,3581725,1970-02-11 10:55:25,10,55,25
-0.37709296,-0.07718876,-1.2471294,NORMAL,3581725,1970-02-11 10:55:25,10,55,25
0.1658454,1.0683217,0.50558186,NORMAL,3581726,1970-02-11 10:55:26,10,55,26
-0.50528693,-0.502498,0.50565624,NORMAL,3581726,1970-02-11 10:55:26,10,55,26
0.54552734,0.3603191,0.1132288,NORMAL,3581727,1970-02-11 10:55:27,10,55,27
0.56569004,0.19770347,0.19758415,NORMAL,3581727,1970-02-11 10:55:27,10,55,27
-0.19473088,0.060111776,-0.48773098,NORMAL,3581728,1970-02-11 10:55:28,10,55,28
-0.89525217,0.8138418,1.3427591,NORMAL,3581728,1970-02-11 10:55:28,10,55,28
-1.1076754,0.102330625,-1.8241887,NORMAL,3581729,1970-02-11 10:55:29,10,55,29
-0.16928744,-0.64861035,-1.5360737,NORMAL,3581729,1970-02-11 10:55:29,10,55,29
-0.36941272,-1.0454613,-0.28684807,NORMAL,3581730,1970-02-11 10:55:30,10,55,30
-0.18624103,0.15898281,-0.6796293,NORMAL,3581731,1970-02-11 10:55:31,10,55,31
0.5912616,1.1605201,-0.3608141,NORMAL,3581731,1970-02-11 10:55:31,10,55,31
0.30055654,0.8744776,-0.088121414,NORMAL,3581732,1970-02-11 10:55:32,10,55,32
0.5082655,0.84723324,-0.53090954,NORMAL,3581732,1970-02-11 10:55:32,10,55,32
0.46527594,0.9880246,0.1904707,NORMAL,3581733,1970-02-11 10:55:33,10,55,33
1.6348356,0.8233796,2.6128063,NORMAL,3581733,1970-02-11 10:55:33,10,55,33
0.27278423,-0.86840117,-0.07423782,NORMAL,3581734,1970-02-11 10:55:34,10,55,34
0.14330971,0.3106379,0.2801876,NORMAL,3581734,1970-02-11 10:55:34,10,55,34
0.22151637,-0.1322175,0.4552679,NORMAL,3581735,1970-02-11 10:55:35,10,55,35
-0.87528354,-1.0349618,0.5895767,NORMAL,3581735,1970-02-11 10:55:35,10,55,35
-0.52453035,-0.3676846,0.3343525,NORMAL,3581736,1970-02-11 10:55:36,10,55,36
-1.1108165,-0.2950815,-1.0536289,NORMAL,3581736,1970-02-11 10:55:36,10,55,36
0.11844677,0.29510713,0.58346844,NORMAL,3581737,1970-02-11 10:55:37,10,55,37
-0.94268507,-0.82256925,-0.8420906,NORMAL,3581738,1970-02-11 10:55:38,10,55,38
0.94948334,-0.252551,-0.29472733,NORMAL,3581738,1970-02-11 10:55:38,10,55,38
-0.82633543,-2.0553443,0.0899601,NORMAL,3581739,1970-02-11 10:55:39,10,55,39
-0.44769895,-0.23048991,0.4830513,NORMAL,3581739,1970-02-11 10:55:39,10,55,39
-0.5651398,0.64710504,0.51699543,NORMAL,3581740,1970-02-11 10:55:40,10,55,40
0.024288774,-0.37834877,-0.60439396,NORMAL,3581740,1970-02-11 10:55:40,10,55,40
-0.8651426,-0.38633198,-0.55102444,NORMAL,3581741,1970-02-11 10:55:41,10,55,41
0.6980934,0.26479465,-1.7547369,NORMAL,3581741,1970-02-11 10:55:41,10,55,41
0.40509462,-0.8195543,-0.35784435,NORMAL,3581742,1970-02-11 10:55:42,10,55,42
0.21581864,0.22475779,-1.1652632,NORMAL,3581742,1970-02-11 10:55:42,10,55,42
0.7551739,1.2963527,0.66586876,NORMAL,3581743,1970-02-11 10:55:43,10,55,43
-0.21097851,1.525346,0.14922905,NORMAL,3581743,1970-02-11 10:55:43,10,55,43
-0.114616156,0.07744706,-1.0385275,NORMAL,3581744,1970-02-11 10:55:44,10,55,44
0.3717258,0.83368415,1.327487,NORMAL,3581745,1970-02-11 10:55:45,10,55,45
-1.2199274,-0.11093432,1.485364,NORMAL,3581745,1970-02-11 10:55:45,10,55,45
-0.56600654,1.1734192,-0.20428085,NORMAL,3581746,1970-02-11 10:55:46,10,55,46
-0.49220324,0.49415994,0.85974884,NORMAL,3581746,1970-02-11 10:55:46,10,55,46
-0.4524958,0.18226802,-1.2338619,NORMAL,3581747,1970-02-11 10:55:47,10,55,47
-0.03872633,1.104155,0.856987,NORMAL,3581747,1970-02-11 10:55:47,10,55,47
0.5362265,-0.55118215,-0.8278637,NORMAL,3581748,1970-02-11 10:55:48,10,55,48
1.5162001,-0.6167873,1.0262117,NORMAL,3581748,1970-02-11 10:55:48,10,55,48
1.1926036,-0.30191213,-1.8018489,NORMAL,3581749,1970-02-11 10:55:49,10,55,49
-0.111887455,-0.46296084,-1.6604362,NORMAL,3581749,1970-02-11 10:55:49,10,55,49
-0.7728926,-0.437751,1.5766926,NORMAL,3581750,1970-02-11 10:55:50,10,55,50
-1.6802438,-0.9497519,-0.7764807,NORMAL,3581751,1970-02-11 10:55:51,10,55,51
-0.43703926,-0.30933052,-0.13240242,NORMAL,3581751,1970-02-11 10:55:51,10,55,51
0.025582075,0.39271176,-1.7587295,NORMAL,3581752,1970-02-11 10:55:52,10,55,52
-0.041906357,0.7844308,3.5297337,NORMAL,3581752,1970-02-11 10:55:52,10,55,52
-0.44848144,0.6266706,-1.01122,NORMAL,3581753,1970-02-11 10:55:53,10,55,53
0.3257618,0.28647316,0.06993866,NORMAL,3581753,1970-02-11 10:55:53,10,55,53
0.21991014,0.44876638,-0.41668797,NORMAL,3581754,1970-02-11 10:55:54,10,55,54
-0.7502197,-0.25288218,-0.22727203,NORMAL,3581754,1970-02-11 10:55:54,10,55,54
0.45788026,-0.13255823,0.4550438,NORMAL,3581755,1970-02-11 10:55:55,10,55,55
-0.86898947,-0.39067304,-0.4247551,NORMAL,3581755,1970-02-11 10:55:55,10,55,55
-0.1644237,0.11209062,-0.5674658,NORMAL,3581756,1970-02-11 10:55:56,10,55,56
0.12945437,-0.2682078,0.73834133,NORMAL,3581756,1970-02-11 10:55:56,10,55,56
0.8975003,0.10565305,0.37861252,NORMAL,3581757,1970-02-11 10:55:57,10,55,57
-0.11232734,0.08000988,0.900671,NORMAL,3581758,1970-02-11 10:55:58,10,55,58
0.36923146,0.13370782,0.36629963,NORMAL,3581758,1970-02-11 10:55:58,10,55,58
-0.04753065,-0.90254694,0.44817734,NORMAL,3581759,1970-02-11 10:55:59,10,55,59
-1.434068,-0.23500597,-0.18689156,NORMAL,3581759,1970-02-11 10:55:59,10,55,59
-0.719424,-0.31265676,-0.8474846,NORMAL,3581760,1970-02-11 10:56:00,10,56,0
-0.02423501,0.7194964,0.18443394,NORMAL,3581760,1970-02-11 10:56:00,10,56,0
-2.003489,-1.4315805,2.2115784,NORMAL,3581761,1970-02-11 10:56:01,10,56,1
0.59080505,-0.81345344,1.5862103,NORMAL,3581761,1970-02-11 10:56:01,10,56,1
-0.38942766,-0.8579493,0.27922153,NORMAL,3581762,1970-02-11 10:56:02,10,56,2
-1.1717485,-1.6960604,0.3665352,NORMAL,3581762,1970-02-11 10:56:02,10,56,2
-0.93708,-0.89317477,0.15616226,NORMAL,3581763,1970-02-11 10:56:03,10,56,3
-2.6852078,-0.235533,0.9222088,NORMAL,3581763,1970-02-11 10:56:03,10,56,3
-2.099313,-0.9967143,-0.11741924,NORMAL,3581764,1970-02-11 10:56:04,10,56,4
-2.6120398,-0.025721729,-0.7405453,NORMAL,3581765,1970-02-11 10:56:05,10,56,5
-0.7398677,1.3327417,0.316288,NORMAL,3581765,1970-02-11 10:56:05,10,56,5
-1.1883842,-1.438625,0.029187202,NORMAL,3581766,1970-02-11 10:56:06,10,56,6
-1.26089,-0.1453346,0.37160873,NORMAL,3581766,1970-02-11 10:56:06,10,56,6
0.3511001,0.10805577,0.96119785,NORMAL,3581767,1970-02-11 10:56:07,10,56,7
-0.4742744,-1.3817658,-1.1478577,NORMAL,3581767,1970-02-11 10:56:07,10,56,7
0.26002562,2.7709599,2.0762053,NORMAL,3581768,1970-02-11 10:56:08,10,56,8
0.43747294,-0.53117573,-2.804398,NORMAL,3581768,1970-02-11 10:56:08,10,56,8
1.1599375,-0.07919885,-0.8431816,NORMAL,3581769,1970-02-11 10:56:09,10,56,9
-0.0811069,-1.4759502,-1.6136904,NORMAL,3581769,1970-02-11 10:56:09,10,56,9
-1.1152251,0.61241245,1.9047852,NORMAL,3581770,1970-02-11 10:56:10,10,56,10
0.06557977,-0.18764496,-1.1468163,NORMAL,3581770,1970-02-11 10:56:10,10,56,10
-1.1231012,-0.59272027,-0.14233017,NORMAL,3581771,1970-02-11 10:56:11,10,56,11
1.0234836,0.9024394,-0.17984295,NORMAL,3581772,1970-02-11 10:56:12,10,56,12
0.005556345,-0.07067929,0.57001305,NORMAL,3581772,1970-02-11 10:56:12,10,56,12
0.0123307705,0.048851274,0.5468197,NORMAL,3581773,1970-02-11 10:56:13,10,56,13
-0.07141042,0.2701403,0.5616617,NORMAL,3581773,1970-02-11 10:56:13,10,56,13
0.73912287,0.43837807,0.19689083,NORMAL,3581774,1970-02-11 10:56:14,10,56,14
0.12841725,-0.80596346,0.17331123,NORMAL,3581774,1970-02-11 10:56:14,10,56,14
-0.38435006,-0.7979759,-0.7013798,NORMAL,3581775,1970-02-11 10:56:15,10,56,15
0.56799436,-0.7635671,0.5392113,NORMAL,3581775,1970-02-11 10:56:15,10,56,15
-0.30801678,0.29713914,-0.25716782,NORMAL,3581776,1970-02-11 10:56:16,10,56,16
-0.07703292,-0.29111025,-0.104579926,NORMAL,3581776,1970-02-11 10:56:16,10,56,16
-0.36783028,-0.111059666,0.5339279,NORMAL,3581777,1970-02-11 10:56:17,10,56,17
0.62327254,-0.26485637,0.58876324,NORMAL,3581778,1970-02-11 10:56:18,10,56,18
0.073449254,-0.7440124,0.2540903,NORMAL,3581778,1970-02-11 10:56:18,10,56,18
0.4740256,0.541974,0.82694054,NORMAL,3581779,1970-02-11 10:56:19,10,56,19
-0.11017203,-0.6860788,1.26155,NORMAL,3581779,1970-02-11 10:56:19,10,56,19
0.30949104,0.32975072,0.5228138,NORMAL,3581780,1970-02-11 10:56:20,10,56,20
-1.0162668,-0.20013869,0.2120018,NORMAL,3581780,1970-02-11 10:56:20,10,56,20
0.90842676,-0.35964292,1.4169226,NORMAL,3581781,1970-02-11 10:56:21,10,56,21
-0.099675655,-0.04836425,-0.19143581,NORMAL,3581781,1970-02-11 10:56:21,10,56,21
-0.1801846,-0.3898878,-0.9060259,NORMAL,3581782,1970-02-11 10:56:22,10,56,22
-1.9070683,-1.6033976,0.23925972,NORMAL,3581782,1970-02-11 10:56:22,10,56,22
-0.510329,-0.7576237,1.0627623,NORMAL,3581783,1970-02-11 10:56:23,10,56,23
-0.25521362,-0.012183666,-0.02837658,NORMAL,3581783,1970-02-11 10:56:23,10,56,23
-0.25381076,0.79616594,-0.016641617,NORMAL,3581784,1970-02-11 10:56:24,10,56,24
