ID,Lane,Speed,preceding_speed,time_gap,road_condition,label,timestamp
DR_48779,1,76,78,3.0,2,2,1332328681
DR_48779,1,74,76,1.0,2,2,1332328683
DR_48779,2,105,87,212.0,2,2,1332328695
DR_48779,2,80,105,30.0,2,2,1332328726
DR_48779,1,81,74,48.0,2,2,1332328731
DR_48779,2,79,80,94.0,2,2,1332328820
DR_48779,2,84,79,234.0,2,2,1332329055
DR_12920,2,96,70,66.0,2,2,1332329402
DR_12920,2,90,96,73.0,2,2,1332329476
DR_12920,2,91,90,34.0,2,2,1332329511
DR_12920,1,79,80,240.0,2,2,1332329532
DR_12920,2,78,91,70.0,2,2,1332329582
DR_12920,1,82,79,121.0,2,2,1332329655
DR_12920,1,85,82,12.0,2,2,1332329667
DR_12920,2,79,78,180.0,2,2,1332329763
DR_12920,2,90,79,183.0,2,2,1332329947
DR_12920,1,85,85,382.0,2,2,1332330050
DR_28957,2,89,88,219.0,2,1,1332330325
DR_28957,1,106,80,238.0,2,1,1332330432
DR_28957,1,80,106,49.0,2,1,1332330481
DR_28957,2,93,89,208.0,2,1,1332330533
DR_28957,1,80,80,141.0,2,1,1332330624
DR_28957,1,97,80,26.0,2,1,1332330651
DR_28957,1,78,97,46.0,2,1,1332330698
DR_28957,2,79,93,263.0,2,1,1332330797
DR_28957,2,100,79,26.0,2,1,1332330825
DR_28957,2,78,100,14.0,2,1,1332330840
DR_28957,1,84,78,141.0,2,1,1332330841
DR_28957,2,86,78,85.0,2,1,1332330926
DR_20795,1,81,75,166.0,2,2,1332332144
DR_20795,2,87,82,73.0,2,2,1332332167
DR_20795,2,99,87,208.0,2,2,1332332376
DR_20795,1,78,81,337.0,2,2,1332332482
DR_20795,1,84,78,12.0,2,2,1332332494
DR_20795,1,75,84,7.0,2,2,1332332502
DR_20795,1,72,75,8.0,2,2,1332332511
DR_20795,1,73,72,4.0,2,2,1332332516
DR_63067,2,84,99,620.0,2,2,1332332997
DR_63067,2,75,84,139.0,2,2,1332333137
DR_63067,2,77,75,8.0,2,2,1332333145
DR_63067,1,86,78,183.0,2,2,1332333153
DR_63067,2,80,77,66.0,2,2,1332333213
DR_63067,2,55,80,123.0,2,2,1332333337
DR_63067,2,83,55,137.0,2,2,1332333474
DR_63067,2,82,83,10.0,2,2,1332333484
DR_63067,2,92,82,9.0,2,2,1332333495
DR_63067,2,80,92,62.0,2,2,1332333557
DR_63067,2,87,80,35.0,2,2,1332333593
DR_63067,2,80,87,36.0,2,2,1332333630
DR_12428,2,83,92,151.0,2,2,1332334838
DR_12428,1,82,83,162.0,2,2,1332334860
DR_12428,2,78,83,32.0,2,2,1332334871
DR_12428,2,73,78,110.0,2,2,1332334981
DR_12428,2,109,73,54.0,2,2,1332335036
DR_12428,2,99,109,28.0,2,2,1332335065
DR_12428,2,97,99,51.0,2,2,1332335116
DR_12428,2,87,97,13.0,2,2,1332335129
DR_12428,2,92,87,3.0,2,2,1332335133
DR_12428,2,88,92,35.0,2,2,1332335168
DR_12428,2,103,88,23.0,2,2,1332335193
DR_12428,2,89,103,158.0,2,2,1332335351
DR_12428,2,101,89,17.0,2,2,1332335369
DR_27392,1,84,79,447.0,2,2,1332336613
DR_27392,1,81,84,34.0,2,2,1332336648
DR_27392,2,83,89,141.0,2,2,1332336668
DR_27392,2,86,83,55.0,2,2,1332336724
DR_27392,1,61,81,89.0,2,2,1332336738
DR_27392,1,76,61,57.0,2,2,1332336796
DR_27392,1,80,76,2.0,2,2,1332336799
DR_27392,1,80,80,1.0,2,2,1332336800
DR_27392,1,82,80,11.0,2,2,1332336812
DR_27392,2,94,86,175.0,2,2,1332336901
DR_27392,2,81,94,121.0,2,2,1332337023
DR_27392,1,92,82,252.0,2,2,1332337065
DR_27392,2,81,81,67.0,2,2,1332337091
DR_27392,2,87,81,23.0,2,2,1332337114
DR_27392,2,81,87,32.0,2,2,1332337147
DR_27392,2,82,81,13.0,2,2,1332337162
DR_27392,1,84,92,122.0,2,2,1332337188
DR_27392,1,85,84,1.0,2,2,1332337191
DR_27392,2,94,82,34.0,2,2,1332337197
DR_27392,2,88,94,12.0,2,2,1332337210
DR_22775,2,82,104,53.0,2,1,1332342915
DR_22775,1,91,75,102.0,2,1,1332342980
DR_22775,2,88,82,97.0,2,1,1332343013
DR_22775,2,87,88,36.0,2,1,1332343049
DR_22775,2,85,87,194.0,2,1,1332343244
DR_22775,1,87,91,278.0,2,1,1332343259
DR_22775,2,94,85,96.0,2,1,1332343341
DR_22775,2,82,94,35.0,2,1,1332343376
DR_22775,2,84,82,8.0,2,1,1332343384
DR_22775,2,88,84,45.0,2,1,1332343431
DR_22775,1,78,87,199.0,2,1,1332343460
DR_22775,1,87,78,44.0,2,1,1332343505
DR_22775,2,75,88,79.0,2,1,1332343511
DR_22775,2,75,75,3.0,2,1,1332343515
DR_22775,1,87,87,14.0,2,1,1332343519
DR_22775,1,84,87,3.0,2,1,1332343523
DR_22775,2,89,75,16.0,2,1,1332343532
DR_22775,1,76,84,10.0,2,1,1332343533
DR_63109,2,95,78,65.0,2,1,1332344730
DR_63109,1,77,73,183.0,2,1,1332344753
DR_63109,2,83,95,61.0,2,1,1332344792
DR_63109,1,85,77,335.0,2,1,1332345089
DR_63109,1,100,85,14.0,2,1,1332345104
DR_63109,1,77,100,15.0,2,1,1332345119
DR_63109,1,78,77,3.0,2,1,1332345123
DR_63109,2,80,83,336.0,2,1,1332345129
DR_63109,2,82,80,5.0,2,1,1332345135
DR_63109,2,81,82,1.0,2,1,1332345136
DR_63109,2,96,81,22.0,2,1,1332345159
DR_63109,1,78,78,115.0,2,1,1332345239
DR_63109,2,86,96,95.0,2,1,1332345254
DR_63109,1,77,78,75.0,2,1,1332345314
DR_63109,2,96,86,82.0,2,1,1332345337
DR_63109,2,86,96,13.0,2,1,1332345351
DR_21143,1,88,86,39.0,1,2,1332431996
DR_21143,2,87,92,20.0,1,2,1332431998
DR_21143,1,89,88,3.0,1,2,1332431999
DR_21143,2,98,87,120.0,1,2,1332432119
DR_21143,2,83,98,113.0,1,2,1332432233
DR_21143,1,78,89,249.0,1,2,1332432249
DR_21143,1,82,78,12.0,1,2,1332432262
DR_21143,2,86,83,92.0,1,2,1332432326
DR_21143,2,83,86,3.0,1,2,1332432331
DR_21143,1,86,82,143.0,1,2,1332432405
DR_21143,1,76,86,3.0,1,2,1332432409
DR_21143,1,78,76,,1,2,1332432410
DR_21143,1,81,78,,1,2,1332432411
DR_21143,2,82,83,97.0,1,2,1332432428
DR_21143,2,77,82,1.0,1,2,1332432430
DR_21143,2,88,77,22.0,1,2,1332432453
DR_21143,2,89,88,1.0,1,2,1332432454
DR_21143,2,100,89,1.0,1,2,1332432456
DR_21143,2,90,100,105.0,1,2,1332432562
DR_21143,2,85,90,48.0,1,2,1332432611
DR_21143,2,96,85,28.0,1,2,1332432640
DR_21143,2,94,96,1.0,1,2,1332432642
DR_26522,1,85,76,88.0,1,2,1332433815
DR_26522,1,86,85,1.0,1,2,1332433817
DR_26522,2,88,79,153.0,1,2,1332433838
DR_26522,2,85,88,229.0,1,2,1332434067
DR_26522,2,87,85,54.0,1,2,1332434122
DR_26522,2,89,87,9.0,1,2,1332434133
DR_26522,2,94,89,122.0,1,2,1332434256
DR_26522,1,80,86,449.0,1,2,1332434268
DR_26522,1,91,80,53.0,1,2,1332434321
DR_26522,2,101,94,70.0,1,2,1332434326
DR_26522,2,93,101,35.0,1,2,1332434362
DR_26522,1,96,91,49.0,1,2,1332434371
DR_14760,2,89,82,126.0,1,2,1332434822
DR_14760,2,88,89,1.0,1,2,1332434823
DR_14760,1,86,87,217.0,1,2,1332434913
DR_14760,2,94,88,117.0,1,2,1332434940
DR_14760,1,89,86,39.0,1,2,1332434953
DR_14760,2,89,94,14.0,1,2,1332434955
DR_14760,2,91,89,,1,2,1332434956
DR_14760,1,91,89,57.0,1,2,1332435011
DR_14760,2,81,91,98.0,1,2,1332435055
DR_14760,2,85,81,13.0,1,2,1332435069
DR_14760,2,85,85,3.0,1,2,1332435073
DR_14760,2,84,85,35.0,1,2,1332435109
DR_14760,1,79,91,102.0,1,2,1332435113
DR_14760,1,79,79,1.0,1,2,1332435115
DR_14760,2,77,84,78.0,1,2,1332435188
DR_14760,2,73,77,3.0,1,2,1332435191
DR_14760,2,88,73,23.0,1,2,1332435215
DR_14760,1,86,79,106.0,1,2,1332435222
DR_14760,2,76,88,37.0,1,2,1332435253
DR_14760,2,86,76,3.0,1,2,1332435257
DR_14760,2,88,86,1.0,1,2,1332435258
DR_14760,2,94,88,1.0,1,2,1332435260
DR_14760,1,98,86,47.0,1,2,1332435270
DR_14760,2,85,94,29.0,1,2,1332435290
DR_14760,2,83,85,63.0,1,2,1332435354
DR_56103,2,98,92,159.0,1,2,1332441142
DR_56103,2,121,98,78.0,1,2,1332441221
DR_56103,2,87,121,25.0,1,2,1332441246
DR_56103,1,73,79,601.0,1,2,1332441389
DR_56103,1,73,73,5.0,1,2,1332441394
DR_56103,2,106,87,148.0,1,2,1332441395
DR_56103,2,96,106,25.0,1,2,1332441421
DR_56103,2,96,96,17.0,1,2,1332441439
DR_56103,2,91,96,29.0,1,2,1332441469
DR_56103,2,95,91,2.0,1,2,1332441472
DR_56103,1,80,73,85.0,1,2,1332441480
DR_56103,2,100,95,11.0,1,2,1332441484
DR_56103,2,93,100,135.0,1,2,1332441619
DR_58210,1,85,80,179.0,1,2,1332442795
DR_58210,2,88,94,293.0,1,2,1332442854
DR_58210,2,86,88,,1,2,1332442856
DR_58210,1,86,85,250.0,1,2,1332443046
DR_58210,2,101,86,230.0,1,2,1332443086
DR_58210,1,86,86,93.0,1,2,1332443140
DR_58210,1,81,86,21.0,1,2,1332443161
DR_58210,2,95,101,76.0,1,2,1332443162
DR_58210,1,81,81,10.0,1,2,1332443172
DR_58210,1,84,81,57.0,1,2,1332443231
DR_58210,1,83,84,19.0,1,2,1332443250
DR_58210,1,83,83,6.0,1,2,1332443257
DR_58210,1,85,83,73.0,1,2,1332443331
DR_58210,1,89,85,8.0,1,2,1332443340
DR_58210,1,90,89,8.0,1,2,1332443349
DR_58210,2,92,95,218.0,1,2,1332443381
DR_58210,1,75,90,48.0,1,2,1332443397
DR_58210,1,76,75,1.0,1,2,1332443399
DR_58210,2,89,92,19.0,1,2,1332443401
DR_58210,2,88,89,33.0,1,2,1332443435
DR_58210,2,86,88,2.0,1,2,1332443437
DR_41977,1,99,92,40.0,1,2,1332445499
DR_41977,2,95,72,89.0,1,2,1332445544
DR_41977,2,96,95,77.0,1,2,1332445622
DR_41977,1,78,99,158.0,1,2,1332445658
DR_41977,2,94,96,60.0,1,2,1332445683
DR_41977,2,93,94,40.0,1,2,1332445724
DR_41977,2,88,93,26.0,1,2,1332445750
DR_41977,2,86,88,1.0,1,2,1332445752
DR_41977,1,77,78,155.0,1,2,1332445813
DR_41977,2,86,86,73.0,1,2,1332445826
DR_41977,1,69,77,81.0,1,2,1332445895
DR_41977,2,84,86,96.0,1,2,1332445922
DR_41977,1,78,69,56.0,1,2,1332445952
DR_41977,2,84,84,88.0,1,2,1332446011
DR_41977,2,86,84,60.0,1,2,1332446071
DR_41977,2,86,86,11.0,1,2,1332446083
DR_41977,1,114,78,163.0,1,2,1332446116
DR_41977,1,116,114,1.0,1,2,1332446117
DR_56144,2,100,87,149.0,1,1,1332449159
DR_56144,1,79,82,286.0,1,1,1332449184
DR_56144,1,79,79,2.0,1,1,1332449187
DR_56144,2,75,100,304.0,1,1,1332449463
DR_56144,1,80,79,396.0,1,1,1332449584
DR_56144,1,90,80,27.0,1,1,1332449612
DR_56144,1,82,90,1.0,1,1,1332449614
DR_56144,1,75,82,79.0,1,1,1332449694
DR_56144,2,73,75,238.0,1,1,1332449702
DR_56144,2,107,73,12.0,1,1,1332449715
DR_56144,2,83,107,5.0,1,1,1332449721
DR_51079,1,86,89,376.0,1,2,1332455707
DR_51079,1,82,86,5.0,1,2,1332455713
DR_51079,2,74,80,651.0,1,2,1332455876
DR_51079,1,66,82,261.0,1,2,1332455974
DR_51079,2,83,74,100.0,1,2,1332455977
DR_51079,2,87,83,69.0,1,2,1332456047
DR_52732,2,87,74,123.0,1,1,1332459924
DR_52732,2,84,87,1.0,1,1,1332459927
DR_52732,2,85,84,2.0,1,1,1332459930
DR_52732,2,89,85,4.0,1,1,1332459936
DR_52732,2,82,89,124.0,1,1,1332460061
DR_52732,1,147,88,280.0,1,1,1332460167
DR_52732,2,96,82,126.0,1,1,1332460188
DR_52732,1,88,147,207.0,1,1,1332460375
DR_52732,2,79,96,199.0,1,1,1332460388
DR_52732,2,77,79,,1,1,1332460389
DR_52732,1,84,88,18.0,1,1,1332460394
DR_47601,2,84,86,81.0,1,2,1332463516
DR_47601,2,90,84,208.0,1,2,1332463725
DR_47601,1,85,88,775.0,1,2,1332463956
DR_47601,2,85,90,230.0,1,2,1332463957
DR_60225,1,87,87,447.0,1,2,1332466270
DR_60225,1,90,87,2.0,1,2,1332466273
DR_60225,1,80,90,286.0,1,2,1332466561
DR_60225,1,85,80,266.0,1,2,1332466828
DR_45533,1,87,88,98.0,1,2,1332468055
DR_45533,1,73,87,452.0,1,2,1332468507
DR_6352,2,82,89,715.0,1,2,1332470934
DR_6352,1,88,89,533.0,1,2,1332471059
DR_6352,1,88,88,131.0,1,2,1332471191
DR_6352,1,86,88,2.0,1,2,1332471194
DR_36512,2,87,99,1330.0,1,1,1332474681
DR_36512,2,90,87,29.0,1,1,1332474711
DR_36512,1,85,81,922.0,1,1,1332474712
DR_36512,1,91,85,37.0,1,1,1332474748
DR_36512,2,115,90,144.0,1,1,1332474855
DR_36512,1,90,91,203.0,1,1,1332474953
DR_54858,2,111,88,856.0,1,1,1332476423
DR_54858,2,79,111,106.0,1,1,1332476529
DR_54858,1,89,92,688.0,1,1,1332476530
DR_54858,1,89,89,64.0,1,1,1332476594
DR_54858,1,90,89,69.0,1,1,1332476664
DR_61456,2,85,79,777.0,1,1,1332477307
DR_61456,1,79,90,857.0,1,1,1332477523
DR_64520,1,85,79,410.0,1,1,1332477934
DR_64520,1,89,97,390.0,1,1,1332479074
DR_68570,1,73,89,232.0,1,2,1332479307
DR_68570,1,87,73,625.0,1,2,1332479934
DR_69818,1,64,85,310.0,1,1,1332482492
DR_69818,2,76,101,1118.0,1,1,1332482639
DR_69818,2,94,76,119.0,1,1,1332482759
DR_69818,1,83,64,332.0,1,1,1332482826
DR_69818,1,78,83,7.0,1,1,1332482834
DR_4301,2,117,80,394.0,1,1,1332484503
DR_4301,1,82,82,369.0,1,1,1332484562
DR_4301,1,82,82,19.0,1,1,1332484582
DR_4301,1,74,82,188.0,1,1,1332484771
DR_4301,1,87,74,52.0,1,1,1332484825
DR_4301,1,82,87,12.0,1,1,1332484838
DR_35348,2,107,103,344.0,1,2,1332490593
DR_35348,2,84,107,215.0,1,2,1332490808
DR_35348,1,76,93,1181.0,1,2,1332490809
DR_35348,1,78,76,3.0,1,2,1332490813
DR_35348,2,82,84,9.0,1,2,1332490819
DR_35348,1,82,78,181.0,1,2,1332490994
DR_35348,2,83,82,180.0,1,2,1332491000
DR_35348,1,93,82,54.0,1,2,1332491049
DR_35348,1,81,93,23.0,1,2,1332491073
DR_69559,2,90,83,39.0,1,1,1332491414
DR_69559,2,105,90,164.0,1,1,1332491578
DR_69559,2,81,105,27.0,1,1,1332491606
DR_69559,2,81,81,22.0,1,1,1332491629
DR_69559,1,83,78,451.0,1,1,1332491682
DR_69559,1,86,83,52.0,1,1,1332491735
DR_69559,1,89,86,4.0,1,1,1332491740
DR_69559,2,98,81,209.0,1,1,1332491840
DR_69559,2,90,98,15.0,1,1,1332491856
DR_69559,2,90,90,4.0,1,1,1332491861
DR_69559,2,86,90,74.0,1,1,1332491936
DR_69559,1,87,89,196.0,1,1,1332491937
DR_69559,1,91,87,31.0,1,1,1332491969
DR_69559,1,86,91,3.0,1,1,1332491973
DR_69559,1,90,86,58.0,1,1,1332492032
DR_39827,2,91,95,86.0,1,2,1332493223
DR_39827,2,93,91,39.0,1,2,1332493263
DR_39827,2,101,93,96.0,1,2,1332493360
DR_39827,2,95,101,1.0,1,2,1332493361
DR_39827,2,81,95,5.0,1,2,1332493367
DR_39827,2,85,81,3.0,1,2,1332493370
DR_39827,2,82,85,41.0,1,2,1332493412
DR_39827,2,86,82,1.0,1,2,1332493414
DR_39827,2,87,86,127.0,1,2,1332493542
DR_39827,2,94,87,279.0,1,2,1332493823
DR_39827,1,80,85,683.0,1,2,1332493830
DR_28250,2,99,84,6.0,1,2,1332494095
DR_28250,2,88,99,35.0,1,2,1332494130
DR_28250,1,79,84,382.0,1,2,1332494241
DR_28250,2,84,88,122.0,1,2,1332494254
DR_28250,1,73,79,14.0,1,2,1332494257
DR_28250,2,88,84,3.0,1,2,1332494258
DR_28250,1,76,73,,1,2,1332494259
DR_28250,2,90,88,1.0,1,2,1332494260
DR_28250,2,90,90,33.0,1,2,1332494292
DR_28250,2,83,90,9.0,1,2,1332494302
DR_28250,1,81,76,44.0,1,2,1332494303
DR_28250,2,86,83,16.0,1,2,1332494319
DR_28250,2,81,86,4.0,1,2,1332494324
DR_28250,2,91,81,21.0,1,2,1332494346
DR_28250,1,87,81,225.0,1,2,1332494529
DR_28250,1,78,87,108.0,1,2,1332494639
DR_28250,1,91,78,15.0,1,2,1332494655
DR_28250,2,80,91,379.0,1,2,1332494725
DR_28250,2,79,80,1.0,1,2,1332494727
DR_28250,2,79,79,,1,2,1332494728
DR_28250,2,77,79,2.0,1,2,1332494731
DR_32447,2,111,92,104.0,1,2,1332495061
DR_32447,2,85,111,90.0,1,2,1332495152
DR_32447,2,90,85,90.0,1,2,1332495243
DR_32447,1,89,91,715.0,1,2,1332495370
DR_32447,2,82,90,141.0,1,2,1332495384
DR_32447,2,93,82,62.0,1,2,1332495447
DR_24159,1,87,89,616.0,1,2,1332495987
DR_24159,1,94,87,6.0,1,2,1332495993
DR_24159,2,88,100,246.0,1,2,1332496016
DR_24159,2,87,88,95.0,1,2,1332496113
DR_24159,2,96,87,2.0,1,2,1332496116
DR_24159,2,85,96,42.0,1,2,1332496159
DR_24159,2,86,85,2.0,1,2,1332496162
DR_24159,2,95,86,44.0,1,2,1332496207
DR_24159,2,99,95,1.0,1,2,1332496208
DR_24159,1,79,94,242.0,1,2,1332496236
DR_24159,2,81,99,111.0,1,2,1332496320
DR_24159,2,77,81,90.0,1,2,1332496411
DR_24159,2,77,77,,1,2,1332496412
DR_24159,2,79,77,2.0,1,2,1332496414
DR_24159,2,79,79,2.0,1,2,1332496417
DR_24159,2,85,79,26.0,1,2,1332496444
DR_24159,2,85,85,52.0,1,2,1332496497
DR_24159,1,87,79,315.0,1,2,1332496551
DR_24159,2,108,85,56.0,1,2,1332496554
DR_25152,2,111,100,115.0,1,1,1332496799
DR_25152,2,84,111,121.0,1,1,1332496920
DR_25152,1,82,90,511.0,1,1,1332497078
DR_25152,1,78,82,10.0,1,1,1332497089
DR_25152,1,76,78,1.0,1,1,1332497090
DR_25152,1,80,76,3.0,1,1,1332497094
DR_25152,1,79,80,1.0,1,1,1332497096
DR_25152,2,89,84,309.0,1,1,1332497230
DR_25152,2,73,89,107.0,1,1,1332497338
DR_25152,2,70,73,6.0,1,1,1332497346
DR_25152,1,108,79,273.0,1,1,1332497370
DR_25152,2,79,70,42.0,1,1,1332497389
DR_25152,2,86,79,38.0,1,1,1332497428
DR_25024,1,81,79,30.0,1,2,1332499498
DR_25024,2,85,95,253.0,1,2,1332499644
DR_25024,2,78,85,3.0,1,2,1332499648
DR_25024,1,78,81,245.0,1,2,1332499743
DR_25024,1,76,78,2.0,1,2,1332499746
DR_25024,2,83,78,109.0,1,2,1332499758
DR_25024,2,80,83,87.0,1,2,1332499846
DR_25024,2,84,80,7.0,1,2,1332499853
DR_25024,2,82,84,2.0,1,2,1332499856
DR_25024,2,81,82,2.0,1,2,1332499858
DR_25024,2,83,81,,1,2,1332499859
DR_25024,2,85,83,1.0,1,2,1332499861
DR_25024,2,83,85,1.0,1,2,1332499863
DR_25024,1,84,76,153.0,1,2,1332499900
DR_25024,2,85,83,46.0,1,2,1332499910
DR_25024,1,75,84,11.0,1,2,1332499911
DR_25024,2,83,85,2.0,1,2,1332499914
DR_25024,1,84,75,14.0,1,2,1332499926
DR_25024,1,82,84,119.0,1,2,1332500046
DR_25024,2,81,83,132.0,1,2,1332500047
DR_25024,2,83,81,1.0,1,2,1332500049
DR_43113,1,69,78,94.0,1,2,1332517501
DR_43113,2,75,92,50.0,1,2,1332517512
DR_43113,2,81,75,47.0,1,2,1332517559
DR_43113,2,80,81,1.0,1,2,1332517561
DR_43113,2,90,80,4.0,1,2,1332517566
DR_43113,1,74,69,98.0,1,2,1332517600
DR_43113,1,79,74,36.0,1,2,1332517637
DR_43113,1,77,79,,1,2,1332517638
DR_43113,1,78,77,1.0,1,2,1332517641
DR_43113,2,78,90,124.0,1,2,1332517691
DR_43113,2,88,78,8.0,1,2,1332517699
DR_43113,2,110,88,18.0,1,2,1332517718
DR_43113,2,88,110,8.0,1,2,1332517726
DR_43113,2,80,88,79.0,1,2,1332517806
DR_43113,1,77,78,171.0,1,2,1332517813
DR_43113,2,88,80,13.0,1,2,1332517820
DR_43113,1,97,77,7.0,1,2,1332517821
DR_43113,2,78,88,39.0,1,2,1332517860
DR_43113,2,84,78,41.0,1,2,1332517901
DR_43113,2,86,84,23.0,1,2,1332517925
DR_43113,1,78,97,133.0,1,2,1332517954
DR_43113,2,80,86,44.0,1,2,1332517970
DR_43113,1,95,78,19.0,1,2,1332517973
DR_43113,1,93,95,1.0,1,2,1332517974
DR_43113,2,88,80,76.0,1,2,1332518046
DR_43113,2,88,88,4.0,1,2,1332518052
DR_43113,2,88,88,8.0,1,2,1332518060
DR_43113,1,83,93,108.0,1,2,1332518083
DR_43113,2,80,88,56.0,1,2,1332518117
DR_43113,2,83,80,4.0,1,2,1332518122
DR_43113,2,88,83,3.0,1,2,1332518125
DR_43113,2,91,88,1.0,1,2,1332518127
DR_43113,2,90,91,2.0,1,2,1332518130
DR_15456,2,93,100,25.0,2,2,1332521101
DR_15456,1,81,74,105.0,2,2,1332521155
DR_15456,2,87,93,55.0,2,2,1332521156
DR_15456,2,86,87,1.0,2,2,1332521159
DR_15456,1,80,81,6.0,2,2,1332521162
DR_15456,2,82,86,26.0,2,2,1332521186
DR_15456,2,106,82,59.0,2,2,1332521246
DR_15456,2,87,106,43.0,2,2,1332521289
DR_15456,2,79,87,12.0,2,2,1332521303
DR_15456,2,77,79,46.0,2,2,1332521350
DR_15456,1,77,80,189.0,2,2,1332521351
DR_15456,2,79,77,16.0,2,2,1332521366
DR_15456,2,79,79,1.0,2,2,1332521368
DR_15456,2,87,79,54.0,2,2,1332521423
DR_15456,2,96,87,10.0,2,2,1332521435
DR_15456,2,88,96,9.0,2,2,1332521444
DR_15456,1,86,77,93.0,2,2,1332521445
DR_15456,2,81,88,30.0,2,2,1332521475
DR_15456,2,87,81,36.0,2,2,1332521512
DR_15456,2,95,87,6.0,2,2,1332521518
DR_15456,2,95,95,33.0,2,2,1332521552
DR_15456,2,84,95,13.0,2,2,1332521566
DR_15456,2,100,84,7.0,2,2,1332521574
DR_15456,1,81,86,129.0,2,2,1332521575
DR_15456,2,89,100,4.0,2,2,1332521578
DR_15456,1,81,81,3.0,2,2,1332521579
DR_15456,2,83,89,7.0,2,2,1332521586
DR_15456,2,86,83,42.0,2,2,1332521629
DR_15456,1,84,81,117.0,2,2,1332521697
DR_15456,2,95,86,84.0,2,2,1332521714
DR_15456,1,94,84,31.0,2,2,1332521729
DR_15456,2,89,95,17.0,2,2,1332521732
