ID,Lane,Speed,preceding_speed,time_gap,road_condition,timestamp
DR_61456,2,85,79,777.0,1,1332477307
DR_61456,1,79,90,857.0,1,1332477523
DR_64520,1,85,79,410.0,1,1332477934
DR_64520,1,89,97,390.0,1,1332479074
DR_69818,1,64,85,310.0,1,1332482492
DR_69818,2,76,101,1118.0,1,1332482639
DR_69818,2,94,76,119.0,1,1332482759
DR_69818,1,83,64,332.0,1,1332482826
DR_69818,1,78,83,7.0,1,1332482834
DR_4301,2,117,80,394.0,1,1332484503
DR_4301,1,82,82,369.0,1,1332484562
DR_4301,1,82,82,19.0,1,1332484582
DR_4301,1,74,82,188.0,1,1332484771
DR_4301,1,87,74,52.0,1,1332484825
DR_4301,1,82,87,12.0,1,1332484838
DR_69559,2,90,83,39.0,1,1332491414
DR_69559,2,105,90,164.0,1,1332491578
DR_69559,2,81,105,27.0,1,1332491606
DR_69559,2,81,81,22.0,1,1332491629
DR_69559,1,83,78,451.0,1,1332491682
DR_69559,1,86,83,52.0,1,1332491735
DR_69559,1,89,86,4.0,1,1332491740
DR_69559,2,98,81,209.0,1,1332491840
DR_69559,2,90,98,15.0,1,1332491856
DR_69559,2,90,90,4.0,1,1332491861
DR_69559,2,86,90,74.0,1,1332491936
DR_69559,1,87,89,196.0,1,1332491937
DR_69559,1,91,87,31.0,1,1332491969
DR_69559,1,86,91,3.0,1,1332491973
DR_69559,1,90,86,58.0,1,1332492032
DR_25152,2,111,100,115.0,1,1332496799
DR_25152,2,84,111,121.0,1,1332496920
DR_25152,1,82,90,511.0,1,1332497078
DR_25152,1,78,82,10.0,1,1332497089
DR_25152,1,76,78,1.0,1,1332497090
DR_25152,1,80,76,3.0,1,1332497094
DR_25152,1,79,80,1.0,1,1332497096
DR_25152,2,89,84,309.0,1,1332497230
DR_25152,2,73,89,107.0,1,1332497338
DR_25152,2,70,73,6.0,1,1332497346
DR_25152,1,108,79,273.0,1,1332497370
DR_25152,2,79,70,42.0,1,1332497389
DR_25152,2,86,79,38.0,1,1332497428
DR_73864,2,92,85,50.0,2,1332523837
DR_73864,2,83,92,44.0,2,1332523882
DR_73864,2,84,83,4.0,2,1332523886
DR_73864,2,82,84,,2,1332523887
DR_73864,2,83,82,2.0,2,1332523890
DR_73864,2,92,83,39.0,2,1332523930
DR_73864,2,91,92,1.0,2,1332523931
DR_73864,1,82,84,198.0,2,1332523947
DR_73864,1,81,82,2.0,2,1332523950
DR_73864,2,86,91,92.0,2,1332524024
DR_73864,2,89,86,2.0,2,1332524027
DR_73864,2,80,89,29.0,2,1332524056
DR_73864,2,77,80,3.0,2,1332524060
DR_73864,2,78,77,5.0,2,1332524066
DR_73864,2,88,78,22.0,2,1332524089
DR_73864,2,86,88,5.0,2,1332524095
DR_73864,2,89,86,69.0,2,1332524164
DR_73864,2,87,89,20.0,2,1332524185
DR_73864,1,90,81,273.0,2,1332524223
DR_73864,2,90,87,52.0,2,1332524238
DR_73864,2,78,90,16.0,2,1332524254
DR_73864,2,88,78,32.0,2,1332524287
DR_73864,2,87,88,40.0,2,1332524328
DR_73864,2,94,87,12.0,2,1332524341
DR_73864,2,84,94,16.0,2,1332524358
DR_73864,1,65,90,137.0,2,1332524362
DR_73864,1,76,65,9.0,2,1332524371
DR_73864,1,73,76,,2,1332524372
DR_73864,2,88,84,34.0,2,1332524393
DR_73864,2,81,88,14.0,2,1332524408
DR_45968,2,95,93,33.0,2,1332531007
DR_45968,2,80,95,21.0,2,1332531028
DR_45968,2,86,80,10.0,2,1332531039
DR_45968,2,92,86,29.0,2,1332531069
DR_45968,1,86,86,299.0,2,1332531079
DR_45968,2,82,92,63.0,2,1332531132
DR_45968,2,82,82,1.0,2,1332531133
DR_45968,2,82,82,15.0,2,1332531149
DR_45968,2,85,82,19.0,2,1332531168
DR_45968,2,85,85,49.0,2,1332531218
DR_45968,2,79,85,10.0,2,1332531228
DR_45968,1,66,86,160.0,2,1332531239
DR_45968,2,79,79,17.0,2,1332531245
DR_45968,1,84,66,39.0,2,1332531279
DR_45968,2,84,79,107.0,2,1332531353
DR_45968,2,84,84,4.0,2,1332531358
DR_45968,1,63,84,82.0,2,1332531362
DR_45968,2,86,84,4.0,2,1332531363
DR_45968,2,89,86,26.0,2,1332531389
DR_45968,2,93,89,51.0,2,1332531441
DR_45968,2,78,93,69.0,2,1332531511
DR_45968,2,81,78,3.0,2,1332531514
DR_45968,2,92,81,12.0,2,1332531527
DR_45968,2,76,92,22.0,2,1332531550
DR_45968,1,77,63,190.0,2,1332531553
DR_45968,2,91,76,69.0,2,1332531619
DR_45968,2,97,91,28.0,2,1332531648
DR_28463,2,93,91,25.0,2,1332535512
DR_28463,2,76,93,12.0,2,1332535524
DR_28463,2,93,76,57.0,2,1332535582
DR_28463,2,96,93,29.0,2,1332535612
DR_28463,1,87,72,171.0,2,1332535647
DR_28463,1,76,87,109.0,2,1332535757
DR_28463,2,88,96,194.0,2,1332535806
DR_28463,2,81,88,53.0,2,1332535861
DR_28463,2,84,81,50.0,2,1332535911
DR_28463,2,90,84,15.0,2,1332535927
DR_28463,2,89,90,80.0,2,1332536008
DR_28463,1,68,76,250.0,2,1332536009
DR_17288,2,76,81,110.0,2,1332538292
DR_17288,1,81,81,461.0,2,1332538435
DR_17288,1,79,81,2.0,2,1332538438
DR_17288,2,72,76,148.0,2,1332538440
DR_17288,1,75,79,1.0,2,1332538441
DR_17288,1,74,75,4.0,2,1332538445
DR_17288,2,74,72,64.0,2,1332538505
DR_17288,2,76,74,108.0,2,1332538613
DR_17288,2,78,76,68.0,2,1332538682
DR_17288,2,82,78,45.0,2,1332538728
DR_32872,1,77,85,179.0,2,1332542780
DR_32872,2,97,85,181.0,2,1332542856
DR_32872,1,82,77,154.0,2,1332542935
DR_32872,2,102,97,169.0,2,1332543026
DR_32872,2,96,102,20.0,2,1332543046
DR_32872,2,86,96,22.0,2,1332543069
DR_32872,2,82,86,105.0,2,1332543175
DR_31743,2,80,77,374.0,2,1332544563
DR_31743,2,85,80,45.0,2,1332544609
DR_31743,2,94,85,100.0,2,1332544710
DR_31743,2,86,94,12.0,2,1332544723
DR_31743,2,90,86,4.0,2,1332544727
DR_31743,1,81,97,325.0,2,1332544730
DR_31743,1,82,81,3.0,2,1332544735
DR_31743,1,93,82,19.0,2,1332544754
DR_31743,1,89,93,196.0,2,1332544951
DR_31743,2,86,90,357.0,2,1332545085
DR_31743,1,78,89,187.0,2,1332545140
DR_31743,1,74,78,7.0,2,1332545148
DR_11124,2,81,71,266.0,2,1332546470
DR_11124,2,101,81,180.0,2,1332546651
DR_11124,1,85,78,541.0,2,1332546764
DR_11124,1,84,85,78.0,2,1332546843
DR_11124,1,77,84,78.0,2,1332546922
DR_57635,1,84,77,520.0,2,1332547443
DR_57635,1,60,84,28.0,2,1332547472
DR_57635,1,60,60,2.0,2,1332547475
DR_57635,1,58,60,2.0,2,1332547478
DR_57635,1,57,58,1.0,2,1332547481
DR_57635,1,57,57,,2,1332547482
DR_57635,1,68,57,7.0,2,1332547490
DR_57635,1,83,68,250.0,2,1332547742
DR_57635,1,70,83,19.0,2,1332547762
DR_57635,1,86,70,5.0,2,1332547768
DR_66927,1,82,75,32.0,2,1332549023
DR_66927,1,84,82,6.0,2,1332549030
DR_66927,2,86,91,6.0,2,1332549128
DR_66927,1,78,84,102.0,2,1332549134
DR_66927,2,88,86,126.0,2,1332549255
DR_66927,1,71,78,350.0,2,1332549485
DR_66927,2,105,88,375.0,2,1332549631
DR_61127,1,83,71,458.0,2,1332549944
DR_61127,2,98,97,281.0,2,1332549963
DR_61127,2,98,98,5.0,2,1332549969
DR_61127,2,99,98,4.0,2,1332549973
DR_61127,1,78,83,40.0,2,1332549985
DR_61127,1,92,78,77.0,2,1332550063
DR_61127,1,78,92,89.0,2,1332550153
DR_61127,1,76,78,64.0,2,1332550218
DR_61127,1,80,76,11.0,2,1332550231
DR_61127,2,82,99,389.0,2,1332550363
DR_61127,2,89,82,5.0,2,1332550369
DR_32481,2,98,69,529.0,2,1332551230
DR_32481,2,68,98,104.0,2,1332551335
DR_20711,2,83,82,2.0,2,1332557268
DR_20711,1,86,79,393.0,2,1332557274
DR_20711,2,80,83,86.0,2,1332557355
DR_20711,1,88,86,401.0,2,1332557676
DR_15908,1,89,83,307.0,2,1332559802
DR_15908,1,92,89,5.0,2,1332559808
DR_15908,2,99,88,346.0,2,1332559823
DR_22843,1,71,88,178.0,2,1332564387
DR_22843,2,86,93,178.0,2,1332564456
DR_22843,1,69,71,157.0,2,1332564545
DR_22843,1,74,69,50.0,2,1332564596
DR_45863,1,79,87,243.0,2,1332565360
DR_45863,1,98,79,173.0,2,1332565534
DR_30680,2,105,86,335.0,2,1332566700
DR_30680,1,79,88,761.0,2,1332567641
DR_20585,1,75,90,49.0,2,1332570649
DR_20585,1,82,75,449.0,2,1332571099
DR_20585,1,75,82,54.0,2,1332571154
DR_71355,2,86,77,1724.0,2,1332571613
DR_71355,2,79,86,166.0,2,1332571780
DR_71355,2,99,79,5.0,2,1332571786
DR_24419,1,79,87,498.0,2,1332573335
DR_24419,2,108,102,254.0,2,1332573385
DR_24419,1,90,79,118.0,2,1332573453
DR_24419,2,87,108,98.0,2,1332573484
DR_24419,2,100,87,67.0,2,1332573552
DR_24419,1,89,90,404.0,2,1332573858
DR_20753,1,87,90,583.0,2,1332577851
DR_20753,1,92,87,265.0,2,1332578117
DR_20753,2,87,72,1012.0,2,1332578347
DR_20753,2,86,87,4.0,2,1332578352
DR_20753,2,86,86,81.0,2,1332578433
DR_5457,1,85,85,22.0,1,1332602102
DR_5457,2,87,82,166.0,1,1332602158
DR_5457,1,89,85,115.0,1,1332602218
DR_5457,2,107,87,106.0,1,1332602265
DR_5457,1,69,89,333.0,1,1332602552
DR_5457,1,92,69,44.0,1,1332602597
DR_5457,1,98,92,16.0,1,1332602614
DR_59124,2,86,61,1526.0,1,1332632392
DR_59124,1,73,90,906.0,1,1332632396
DR_49289,2,73,73,379.0,2,1332648279
DR_49289,2,65,73,379.0,2,1332652073
DR_66689,2,86,64,560.0,2,1332657254
DR_66689,2,81,86,359.0,2,1332657614
DR_71747,2,80,87,255.0,2,1332658021
DR_71747,2,69,80,9.0,2,1332658031
DR_42784,1,84,81,9.0,2,1332658897
DR_42784,1,83,84,113.0,2,1332659011
DR_42784,1,83,83,2.0,2,1332659014
DR_42784,1,102,83,343.0,2,1332659358
DR_32056,2,111,99,289.0,2,1332661688
DR_32056,1,71,81,1367.0,2,1332661779
DR_32056,2,99,111,163.0,2,1332661851
DR_32056,1,104,71,174.0,2,1332661953
DR_32056,2,82,99,178.0,2,1332662030
DR_57723,2,83,94,205.0,2,1332662567
DR_57723,2,104,83,101.0,2,1332662669
DR_57723,2,86,104,86.0,2,1332662756
DR_57723,2,84,86,2.0,2,1332662760
DR_57723,2,96,84,138.0,2,1332662899
DR_6853,2,101,105,376.0,2,1332667894
DR_6853,1,97,93,1753.0,2,1332668004
DR_6853,2,86,101,229.0,2,1332668123
DR_6853,2,101,86,114.0,2,1332668237
DR_6853,2,91,101,60.0,2,1332668298
DR_17005,1,77,78,1.0,1,1332691196
DR_17005,1,77,77,3.0,1,1332691199
DR_17005,1,80,77,3.0,1,1332691203
DR_17005,1,78,80,1.0,1,1332691205
DR_17005,1,69,78,1.0,1,1332691207
DR_17005,2,76,97,238.0,1,1332691219
DR_17005,1,79,69,81.0,1,1332691288
DR_17005,1,76,79,2.0,1,1332691291
DR_17005,1,74,76,2.0,1,1332691294
DR_17005,1,75,74,1.0,1,1332691296
DR_17005,1,84,75,4.0,1,1332691300
DR_17005,2,81,76,100.0,1,1332691320
DR_17005,2,90,81,20.0,1,1332691340
DR_17005,1,87,84,40.0,1,1332691341
DR_17005,1,84,87,42.0,1,1332691384
DR_17005,2,84,90,73.0,1,1332691414
DR_17005,1,78,84,89.0,1,1332691474
DR_17005,1,78,78,2.0,1,1332691476
DR_17005,1,74,78,5.0,1,1332691481
DR_17005,1,74,74,1.0,1,1332691483
DR_17005,1,74,74,3.0,1,1332691487
DR_17005,1,75,74,2.0,1,1332691490
DR_17005,1,95,75,53.0,1,1332691544
DR_17005,1,77,95,26.0,1,1332691570
DR_17005,1,83,77,1.0,1,1332691572
DR_17005,1,78,83,3.0,1,1332691575
DR_17005,1,86,78,7.0,1,1332691583
DR_17005,1,79,86,16.0,1,1332691600
DR_17005,1,75,79,1.0,1,1332691602
DR_17005,1,78,75,1.0,1,1332691604
DR_17005,1,91,78,3.0,1,1332691608
DR_17005,1,90,91,12.0,1,1332691621
DR_17005,1,73,90,37.0,1,1332691659
DR_17005,1,72,73,3.0,1,1332691662
DR_17005,1,71,72,1.0,1,1332691664
DR_17005,1,78,71,48.0,1,1332691713
DR_17005,1,79,78,24.0,1,1332691738
DR_17005,2,90,84,355.0,1,1332691770
DR_17005,2,82,90,12.0,1,1332691783
DR_17005,1,92,79,51.0,1,1332691790
DR_17005,2,90,82,29.0,1,1332691813
DR_17005,1,78,92,30.0,1,1332691820
DR_17005,1,85,78,7.0,1,1332691828
DR_17005,1,78,85,7.0,1,1332691836
DR_68240,1,84,89,61.0,1,1332711013
DR_68240,2,88,83,152.0,1,1332711051
DR_68240,1,103,84,157.0,1,1332711170
DR_68240,1,81,103,41.0,1,1332711212
DR_68240,1,89,81,30.0,1,1332711243
DR_68240,1,86,89,154.0,1,1332711398
DR_68240,1,66,86,127.0,1,1332711526
DR_52917,1,89,75,168.0,1,1332712854
DR_52917,1,89,89,123.0,1,1332712977
DR_52917,1,89,89,12.0,1,1332712990
DR_52917,2,76,92,610.0,1,1332713172
DR_52917,1,91,89,253.0,1,1332713244
DR_52917,2,107,76,117.0,1,1332713290
DR_52917,2,101,107,30.0,1,1332713321
DR_52917,2,76,101,80.0,1,1332713402
DR_52917,1,89,91,208.0,1,1332713454
DR_61484,1,93,84,96.0,1,1332715542
DR_61484,1,83,93,45.0,1,1332715588
DR_61484,2,97,60,476.0,1,1332715610
DR_61484,1,89,83,434.0,1,1332716024
DR_61484,1,84,89,97.0,1,1332716122
DR_42797,1,80,88,307.0,1,1332724127
DR_42797,2,101,83,280.0,1,1332724495
DR_73794,2,122,58,369.0,1,1332728550
DR_73794,1,88,85,1546.0,1,1332732308
DR_73794,1,78,93,1121.0,1,1332735304
DR_21496,1,81,85,222.0,2,1332766801
DR_21496,2,89,81,229.0,2,1332766991
DR_21496,1,98,81,269.0,2,1332767071
DR_21496,2,98,89,121.0,2,1332767113
DR_21496,2,83,98,75.0,2,1332767189
DR_21496,2,89,83,21.0,2,1332767210
DR_21496,2,90,89,16.0,2,1332767228
DR_21496,1,73,98,199.0,2,1332767271
DR_21496,1,77,73,1.0,2,1332767272
DR_21496,2,93,90,56.0,2,1332767284
DR_21496,2,83,93,8.0,2,1332767293
DR_21496,1,81,77,122.0,2,1332767395
DR_66318,2,88,91,10.0,2,1332772205
DR_66318,1,91,96,458.0,2,1332772213
DR_66318,2,93,88,26.0,2,1332772232
DR_66318,2,41,93,22.0,2,1332772254
DR_66318,2,60,41,2.0,2,1332772258
DR_66318,2,67,60,8.0,2,1332772267
DR_66318,2,69,67,66.0,2,1332772334
DR_66318,1,80,91,161.0,2,1332772374
DR_66318,2,77,69,188.0,2,1332772524
DR_66318,2,86,77,21.0,2,1332772546
DR_66318,1,93,80,174.0,2,1332772550
DR_66318,2,89,86,12.0,2,1332772558
DR_66318,1,84,93,27.0,2,1332772577
DR_66318,2,75,89,267.0,2,1332772827
DR_12887,1,83,79,149.0,2,1332773099
DR_12887,2,90,81,68.0,2,1332773132
DR_12887,1,87,83,69.0,2,1332773169
DR_12887,2,77,90,124.0,2,1332773256
DR_12887,2,90,77,6.0,2,1332773263
DR_12887,1,77,87,150.0,2,1332773321
DR_12887,2,87,90,99.0,2,1332773362
DR_12887,2,81,87,34.0,2,1332773397
DR_12887,2,75,81,4.0,2,1332773403
DR_12887,1,97,77,90.0,2,1332773411
DR_12887,1,83,97,32.0,2,1332773444
DR_12887,2,88,75,58.0,2,1332773462
DR_12887,1,90,83,28.0,2,1332773473
DR_12887,2,97,88,12.0,2,1332773475
DR_12887,1,73,90,139.0,2,1332773613
DR_72561,2,113,81,92.0,2,1332775845
DR_72561,2,82,113,42.0,2,1332775888
DR_72561,2,80,82,6.0,2,1332775894
DR_72561,2,73,80,4.0,2,1332775900
DR_72561,1,90,87,130.0,2,1332775921
DR_72561,2,74,73,199.0,2,1332776100
DR_72561,2,77,74,10.0,2,1332776111
DR_72561,1,79,90,197.0,2,1332776118
DR_72561,2,88,77,97.0,2,1332776208
DR_72561,2,82,88,17.0,2,1332776227
DR_72561,2,91,82,27.0,2,1332776254
DR_72561,1,90,79,174.0,2,1332776293
DR_72561,1,86,90,21.0,2,1332776315
DR_72561,2,83,91,89.0,2,1332776345
DR_72561,2,80,83,6.0,2,1332776352
DR_72561,2,83,80,13.0,2,1332776366
DR_72561,1,69,86,57.0,2,1332776373
DR_72561,1,62,69,1.0,2,1332776375
DR_72561,1,64,62,,2,1332776376
DR_72561,1,67,64,2.0,2,1332776379
DR_72561,1,80,67,18.0,2,1332776398
DR_72561,2,79,83,55.0,2,1332776422
DR_72561,2,76,79,28.0,2,1332776450
DR_72561,2,77,76,1.0,2,1332776453
DR_50470,2,85,88,221.0,2,1332777610
DR_50470,2,85,85,10.0,2,1332777621
DR_50470,1,74,85,230.0,2,1332777711
DR_50470,2,90,85,149.0,2,1332777771
DR_50470,1,80,74,159.0,2,1332777870
DR_50470,2,71,90,101.0,2,1332777873
DR_50470,1,88,80,16.0,2,1332777887
DR_50470,2,82,71,137.0,2,1332778011
DR_50470,1,77,88,150.0,2,1332778038
DR_50470,2,84,82,102.0,2,1332778114
DR_50470,2,83,84,4.0,2,1332778118
DR_50470,2,85,83,4.0,2,1332778123
DR_70088,2,85,74,202.0,2,1332779433
DR_70088,2,86,85,108.0,2,1332779543
DR_70088,1,94,100,154.0,2,1332779545
DR_70088,2,90,86,13.0,2,1332779557
DR_70088,1,80,94,21.0,2,1332779567
DR_70088,1,84,80,5.0,2,1332779573
DR_70088,2,86,90,39.0,2,1332779596
DR_70088,2,81,86,23.0,2,1332779620
DR_70088,1,87,84,74.0,2,1332779648
DR_70088,2,84,81,233.0,2,1332779854
DR_70088,2,84,84,1.0,2,1332779856
DR_70088,2,78,84,4.0,2,1332779861
DR_70088,2,78,78,5.0,2,1332779866
DR_70088,2,108,78,18.0,2,1332779885
DR_70088,2,85,108,7.0,2,1332779892
DR_70088,1,77,87,257.0,2,1332779906
DR_70088,1,84,77,12.0,2,1332779918
DR_70088,2,83,85,46.0,2,1332779939
DR_70088,1,79,84,66.0,2,1332779986
DR_20858,2,101,61,168.0,2,1332780390
DR_20858,1,82,56,199.0,2,1332780417
DR_20858,2,83,101,37.0,2,1332780428
DR_20858,1,70,82,34.0,2,1332780451
DR_20858,2,80,83,81.0,2,1332780510
DR_20858,1,74,70,79.0,2,1332780532
DR_20858,1,79,74,13.0,2,1332780546
DR_20858,1,76,79,26.0,2,1332780573
DR_20858,1,77,76,2.0,2,1332780577
DR_20858,1,84,77,10.0,2,1332780588
DR_20858,2,90,80,92.0,2,1332780603
DR_20858,2,87,90,14.0,2,1332780618
DR_20858,1,42,84,37.0,2,1332780625
DR_20858,2,82,87,37.0,2,1332780656
DR_20858,2,82,82,79.0,2,1332780736
DR_20858,1,78,42,119.0,2,1332780745
DR_20858,1,101,78,24.0,2,1332780770
DR_20858,1,94,101,137.0,2,1332780907
DR_20858,1,62,94,35.0,2,1332780943
DR_15879,1,72,84,138.0,2,1332781257
DR_15879,2,80,83,144.0,2,1332781331
DR_15879,2,81,80,28.0,2,1332781360
DR_15879,2,88,81,3.0,2,1332781364
DR_15879,2,86,88,76.0,2,1332781441
DR_15879,1,73,72,198.0,2,1332781456
DR_15879,2,93,86,47.0,2,1332781488
DR_15879,1,82,73,36.0,2,1332781493
DR_15879,1,84,82,1.0,2,1332781495
DR_15879,2,89,93,24.0,2,1332781514
DR_15879,1,74,84,60.0,2,1332781556
DR_15879,1,75,74,2.0,2,1332781558
DR_15879,1,76,75,1.0,2,1332781561
DR_15879,2,83,89,126.0,2,1332781640
DR_15879,1,84,76,80.0,2,1332781642
DR_15879,1,84,84,1.0,2,1332781643
DR_15879,2,78,83,40.0,2,1332781681
DR_15879,2,82,78,28.0,2,1332781710
DR_15879,2,79,82,28.0,2,1332781739
DR_15879,1,74,84,106.0,2,1332781750
DR_15879,2,84,79,79.0,2,1332781818
DR_15879,2,84,84,4.0,2,1332781824
DR_12115,2,83,84,344.0,2,1332782168
DR_12115,2,79,83,84.0,2,1332782253
DR_12115,2,82,79,9.0,2,1332782264
DR_12115,1,73,68,248.0,2,1332782294
DR_12115,2,83,82,167.0,2,1332782432
DR_12115,1,81,73,137.0,2,1332782433
DR_12115,2,80,83,1.0,2,1332782434
DR_12115,2,91,80,22.0,2,1332782456
DR_12115,2,83,91,13.0,2,1332782470
DR_12115,1,82,81,124.0,2,1332782558
DR_12115,1,81,82,1.0,2,1332782560
DR_12115,1,85,81,2.0,2,1332782564
DR_12115,1,81,85,2.0,2,1332782566
DR_12115,1,81,81,1.0,2,1332782567
DR_12115,1,85,81,3.0,2,1332782571
DR_12115,2,87,83,194.0,2,1332782665
DR_12115,2,82,87,71.0,2,1332782737
DR_72760,1,81,71,251.0,2,1332783018
DR_72760,2,81,82,46.0,2,1332783022
DR_72760,2,85,81,21.0,2,1332783043
DR_72760,1,87,81,112.0,2,1332783131
DR_72760,1,70,87,46.0,2,1332783178
DR_72760,1,70,70,2.0,2,1332783181
DR_72760,1,68,70,4.0,2,1332783186
DR_72760,1,76,68,96.0,2,1332783283
DR_72760,1,71,76,1.0,2,1332783285
DR_72760,1,69,71,1.0,2,1332783288
DR_72760,1,67,69,1.0,2,1332783290
DR_72760,1,76,67,2.0,2,1332783292
DR_72760,1,72,76,2.0,2,1332783295
DR_72760,1,81,72,145.0,2,1332783441
DR_72760,1,79,81,54.0,2,1332783496
DR_72760,1,81,79,11.0,2,1332783508
DR_72760,1,80,81,112.0,2,1332783621
DR_72760,1,66,80,4.0,2,1332783626
DR_68708,1,86,86,83.0,2,1332783941
DR_68708,2,86,89,95.0,2,1332783942
DR_68708,1,84,86,17.0,2,1332783959
DR_68708,1,76,84,35.0,2,1332783995
DR_68708,2,81,86,137.0,2,1332784080
DR_68708,2,87,81,30.0,2,1332784111
DR_68708,2,78,87,135.0,2,1332784247
DR_68708,2,77,78,1.0,2,1332784250
DR_68708,2,75,77,3.0,2,1332784254
DR_68708,2,75,75,1.0,2,1332784256
DR_68708,1,52,76,304.0,2,1332784300
DR_68708,1,70,52,2.0,2,1332784304
DR_68708,1,97,70,19.0,2,1332784324
DR_68708,1,88,97,13.0,2,1332784337
DR_68708,2,86,75,129.0,2,1332784386
DR_68708,2,84,86,12.0,2,1332784399
DR_68708,1,80,88,62.0,2,1332784400
DR_68708,2,90,84,7.0,2,1332784408
DR_68708,2,90,90,96.0,2,1332784505
DR_68708,1,77,80,115.0,2,1332784516
DR_65047,2,81,88,116.0,2,1332786606
DR_65047,1,85,83,166.0,2,1332786609
DR_65047,1,83,85,4.0,2,1332786614
DR_65047,1,77,83,4.0,2,1332786619
DR_65047,1,80,77,,2,1332786620
DR_65047,1,77,80,5.0,2,1332786625
DR_65047,1,74,77,70.0,2,1332786696
DR_65047,1,79,74,87.0,2,1332786784
DR_65047,1,86,79,58.0,2,1332786843
DR_65047,2,69,81,242.0,2,1332786849
DR_65047,1,80,86,8.0,2,1332786852
DR_65047,1,82,80,2.0,2,1332786856
DR_65047,1,82,82,5.0,2,1332786862
DR_65047,1,74,82,2.0,2,1332786865
DR_65047,1,80,74,3.0,2,1332786868
DR_65047,1,93,80,54.0,2,1332786923
DR_65047,2,88,69,151.0,2,1332787002
DR_65047,2,87,88,16.0,2,1332787019
DR_65047,1,87,93,139.0,2,1332787062
DR_65047,2,84,87,52.0,2,1332787072
DR_65047,1,76,87,120.0,2,1332787183
DR_65047,2,90,84,141.0,2,1332787213
DR_71760,2,85,87,64.0,2,1332787525
